2015-01-31 22:47:52,3,6,0
2015-01-31 23:07:02,1,7,0
2015-01-31 23:07:12,1,7,0
2015-01-31 23:07:22,1,7,0
2015-01-31 23:07:33,1,7,0
2015-01-31 23:07:43,1,7,0
2015-01-31 23:07:50,1,7,0
2015-01-31 23:08:01,1,7,0
2015-01-31 23:09:49,2,7,0
2015-01-31 23:10:00,2,7,0
2015-01-31 23:10:10,2,7,0
2015-01-31 23:10:20,2,7,0
2015-01-31 23:10:31,2,7,0
2015-01-31 23:10:41,2,7,0
2015-01-31 23:10:52,2,7,0
2015-01-31 23:11:02,2,7,0
2015-01-31 23:11:12,2,7,0
2015-01-31 23:11:23,2,7,0
2015-01-31 23:11:33,2,7,0
2015-01-31 23:11:43,4,7,0
2015-01-31 23:11:54,4,7,0
2015-01-31 23:12:04,4,7,0
2015-01-31 23:12:15,4,6,0
2015-01-31 23:12:25,4,6,0
2015-01-31 23:12:36,4,6,0
2015-01-31 23:12:46,4,6,0
2015-01-31 23:12:56,4,6,0
2015-01-31 23:16:25,6,5,0
2015-01-31 23:17:08,5,5,0
2015-01-31 23:17:38,6,6,0
2015-01-31 23:17:49,6,7,0
2015-01-31 23:23:21,6,6,0
2015-01-31 23:24:31,6,6,0
2015-01-31 23:26:18,6,6,0
2015-01-31 23:26:44,6,6,0
2015-01-31 23:26:55,6,6,0
2015-01-31 23:27:05,6,6,0
2015-01-31 23:27:09,6,6,0
2015-01-31 23:27:17,6,6,0
2015-01-31 23:27:28,6,6,0
2015-01-31 23:27:34,6,6,0
2015-01-31 23:27:57,6,6,0
2015-01-31 23:28:03,6,6,0
2015-01-31 23:29:19,6,6,0
2015-01-31 23:29:30,6,6,0
